disease,scenario,model,year,epsilon,max_l_attack,avg_attack,std_attack,max_attack_idx,delta_std,sum_attack
CHIKV,SSP1-2.6,CESM2,2030,0.5,98.60523064318156,15.315983007516282,26.743171930187525,89,3.114411703035454,15.315983007516282
CHIKV,SSP1-2.6,CESM2,2030,1.0,100.61893047446615,18.50115066201022,29.296092310388932,89,2.8030284360940336,18.50115066201022
CHIKV,SSP1-2.6,CESM2,2030,10.0,100.93446285387469,17.25994231332883,29.88914682517318,89,2.7994951154000045,17.25994231332883
CHIKV,SSP1-2.6,CESM2,2030,100.0,100.87051977041801,11.845136704212674,25.92676922994261,77,3.4337245137119,11.845136704212674
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.4,100.96144719634592,24.509004721272387,32.92324365421242,89,2.322141866641129,24.509004721272387
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.2,100.96693281804765,20.31397106808123,29.570588943304305,89,2.7274722835112404,20.31397106808123
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1333,100.96983832403146,17.770307287413,27.37784649943586,89,3.038936281505298,17.770307287413
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1,100.97174517994895,16.282854555873907,26.086500565917074,89,3.2464642166195357,16.282854555873907
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.08,100.97292211406106,15.148056422750427,25.129534479408367,89,3.415298670241473,15.148056422750427
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.5333,100.95944952190025,26.276356258003133,34.1761616858688,89,2.185239347541394,26.276356258003133
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.2667,100.9644231683168,22.184395572036113,31.065314065311913,89,2.535948209976344,22.184395572036113
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1778,100.96759602929204,19.575560638645904,28.92027099031066,89,2.814359361221595,19.575560638645904
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1333,100.96983832403146,17.770307287413,27.37784649943586,89,3.038936281505298,17.770307287413
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1067,100.97131266512453,16.75838502899409,26.495587049466636,89,3.1783756094517512,16.75838502899409
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.6667,100.95759767730105,27.11398441815875,34.81953947798257,89,2.120752151413025,27.11398441815875
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.3333,100.96307476133558,23.174130600561426,31.925474261218625,89,2.4365791256315976,23.174130600561426
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.2222,100.96587293510801,20.977027223720807,30.088338099958793,89,2.6584667270638236,20.977027223720807
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1667,100.96838541143072,19.241303943132746,28.61717924746935,89,2.8558748142700052,19.241303943132746
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.1333,100.96983832403146,17.770307287413,27.37784649943586,89,3.038936281505298,17.770307287413
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.8,100.95629457047283,27.750659422562638,35.26954629957105,89,2.075604673962039,27.750659422562638
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.4,100.96144719634592,24.509004721272387,32.92324365421242,89,2.322141866641129,24.509004721272387
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.2667,100.9644231683168,22.184395572036113,31.065314065311913,89,2.535948209976344,22.184395572036113
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.2,100.96693281804765,20.31397106808123,29.570588943304305,89,2.7274722835112404,20.31397106808123
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.16,100.96830546196331,18.9130080350609,28.34718904682244,89,2.89465376236662,18.9130080350609
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.0001,100.40661403993116,17.369734564435213,25.691488767408927,56,3.2320773711188275,17.369734564435213
CHIKV,SSP1-2.6,ACCESS-CM2,2030,0.5,100.95963556055278,25.561697437125485,33.7511777408319,89,2.2339350259831523,25.561697437125485
CHIKV,SSP1-2.6,ACCESS-CM2,2030,1.0,100.95481737538694,28.57528176321343,35.81787004140286,89,2.020766045789658,28.57528176321343
CHIKV,SSP1-2.6,ACCESS-CM2,2030,10.0,100.94885651517068,24.913786994340136,35.90684355022262,93,2.117564842882413,24.913786994340136
CHIKV,SSP1-2.6,ACCESS-CM2,2030,100.0,100.9579029774909,18.47783118643326,34.46519009672507,93,2.3931413568177304,18.47783118643326
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.4,53.58920330961738,1.714175210302216,7.679245563478473,89,6.755224542632975,1.714175210302216
CHIKV,SSP2-4.5,MRI-ESM2-0,2030,0.2,34.075733481916764,1.1231577849966727,5.0359054742682225,89,6.543525462361562,1.1231577849966727
