disease,scenario,model,year,starting eps,ending eps,fr0,fr1,MSE,log
ZIKV,SSP1-2.6,CESM2,2030,0.08,0.16,0.015922267823505136,0.00043875104813255456,2.881025418510769e-07,False
ZIKV,SSP1-2.6,CESM2,2040,0.08,0.16,0.6293360686826592,-0.00991923081716546,0.00022925816081710004,False
ZIKV,SSP1-2.6,CESM2,2050,0.08,0.16,1.565910725752832,-0.02589067646846978,0.00177700822780155,False
ZIKV,SSP1-2.6,CESM2,2060,0.08,0.16,3.092784635825299,0.12621951610216453,0.03831513530513155,False
ZIKV,SSP1-2.6,CESM2,2070,0.08,0.16,2.326297415432501,-0.07696705607817482,0.0066700068640666845,False
ZIKV,SSP1-2.6,CESM2,2080,0.08,0.16,3.9805814358076046,0.6406378679524111,0.5989393938048381,False
ZIKV,SSP1-2.6,CESM2,2090,0.08,0.16,3.7043845560435056,0.3125034604525086,0.18582046325398108,False
ZIKV,SSP1-2.6,CESM2,2100,0.08,0.16,5.423744958779365,2.6999058553123017,1.4339869568186356,False
ZIKV,SSP2-4.5,CESM2,2030,0.08,0.16,0.26627313352643034,-0.002502461192021786,0.0001007334356160546,False
ZIKV,SSP2-4.5,CESM2,2040,0.08,0.16,0.48861983530655667,0.00033790913528027,0.00012512013139611339,False
ZIKV,SSP2-4.5,CESM2,2050,0.08,0.16,4.504846822347723,0.2734221548319921,0.13020744395423456,False
ZIKV,SSP2-4.5,CESM2,2060,0.08,0.16,3.837570272013726,0.5421949071253925,0.37695725100612165,False
ZIKV,SSP2-4.5,CESM2,2070,0.08,0.16,7.520875947915649,2.835382766345142,0.9072513785675501,False
ZIKV,SSP2-4.5,CESM2,2080,0.08,0.16,4.375636963151424,1.8180497017387895,0.9631926833115687,False
ZIKV,SSP2-4.5,CESM2,2090,0.08,0.16,3.0605306464908173,0.07778885250355183,0.062159295607920134,False
ZIKV,SSP2-4.5,CESM2,2100,0.08,0.16,5.458209345961467,3.8375288402221392,0.44269565165197045,False
ZIKV,SSP5-8.5,CESM2,2030,0.08,0.16,0.0247310476052192,0.0003868474146652943,5.503483183852473e-07,False
ZIKV,SSP5-8.5,CESM2,2040,0.08,0.16,0.469176558032735,-0.007136208524221448,0.0005638165755950865,False
ZIKV,SSP5-8.5,CESM2,2050,0.08,0.16,1.9465495342419532,0.010156364034126689,0.007470542408077827,False
ZIKV,SSP5-8.5,CESM2,2060,0.08,0.16,3.173344650989668,0.2895828679754868,0.11977028408054881,False
ZIKV,SSP5-8.5,CESM2,2070,0.08,0.16,3.4270316483134167,0.17635303438275554,0.07950055752465446,False
ZIKV,SSP5-8.5,CESM2,2080,0.08,0.16,8.20227650196438,4.999476811207416,0.5426832843969946,False
ZIKV,SSP5-8.5,CESM2,2090,0.08,0.16,7.798977955139778,4.392620810317563,0.18745891573389817,False
ZIKV,SSP5-8.5,CESM2,2100,0.08,0.16,5.1127898982564215,4.191745079570689,0.04801288210703013,False
ZIKV,SSP1-2.6,ACCESS-CM2,2030,0.08,0.16,0.9310181073224298,0.004036238155731397,0.000590535787422869,False
ZIKV,SSP1-2.6,ACCESS-CM2,2040,0.08,0.16,1.3536944382168064,0.0053407281110976765,0.0022060055929136813,False
ZIKV,SSP1-2.6,ACCESS-CM2,2050,0.08,0.16,2.1865943749566683,0.06635362726040353,0.013536616301480328,False
ZIKV,SSP1-2.6,ACCESS-CM2,2060,0.08,0.16,3.220838506931982,0.4136573323356355,0.29782994946072283,False
ZIKV,SSP1-2.6,ACCESS-CM2,2070,0.08,0.16,3.605501985389724,2.394189667481222,1.2249572821411474,False
ZIKV,SSP1-2.6,ACCESS-CM2,2080,0.08,0.16,2.5278954942068372,4.599683765657177,0.038883717754805563,False
ZIKV,SSP1-2.6,ACCESS-CM2,2090,0.08,0.16,2.5368803863209117,4.287883689406986,0.132216658167183,False
ZIKV,SSP1-2.6,ACCESS-CM2,2100,0.08,0.16,10.948154774698793,5.687998334571848,0.34188920818220536,False
ZIKV,SSP2-4.5,ACCESS-CM2,2030,0.08,0.16,0.03962074213244331,0.0007631478459919771,3.393571620274088e-06,False
ZIKV,SSP2-4.5,ACCESS-CM2,2040,0.08,0.16,3.059091386431488,0.23535451258307566,0.11904980234321993,False
ZIKV,SSP2-4.5,ACCESS-CM2,2050,0.08,0.16,2.114438868889224,0.04582213844703768,0.01479055320860622,False
ZIKV,SSP2-4.5,ACCESS-CM2,2060,0.08,0.16,2.757991848655427,0.21242427671090092,0.09500237430142859,False
ZIKV,SSP2-4.5,ACCESS-CM2,2070,0.08,0.16,3.506293309479374,0.8621682886704612,0.622496938008323,False
ZIKV,SSP2-4.5,ACCESS-CM2,2080,0.08,0.16,3.503794212501075,4.380193854176328,0.03793438570956285,False
ZIKV,SSP2-4.5,ACCESS-CM2,2090,0.08,0.16,2.1923035015150227,4.296963168291958,0.1008380139497912,False
ZIKV,SSP2-4.5,ACCESS-CM2,2100,0.08,0.16,10.93734585843592,4.885247273733909,0.07975324981748932,False
ZIKV,SSP5-8.5,ACCESS-CM2,2030,0.08,0.16,0.04016052315423027,0.000399130300024744,1.5745132277235037e-06,False
ZIKV,SSP5-8.5,ACCESS-CM2,2040,0.08,0.16,0.412025580544677,-0.0019727488418028643,3.155388260535667e-05,False
ZIKV,SSP5-8.5,ACCESS-CM2,2050,0.08,0.16,3.119486019584709,0.39482866089843194,0.19553913131269257,False
ZIKV,SSP5-8.5,ACCESS-CM2,2060,0.08,0.16,3.2922294711333855,2.6645100542782316,0.954189896989868,False
ZIKV,SSP5-8.5,ACCESS-CM2,2070,0.08,0.16,3.01889787752637,3.6680113488287085,0.3274668534596426,False
ZIKV,SSP5-8.5,ACCESS-CM2,2080,0.08,0.16,4.327418321524299,0.7864313723461572,0.6691393840305875,False
ZIKV,SSP5-8.5,ACCESS-CM2,2090,0.08,0.16,14.49574123516348,6.298826860608111,2.967688372053447,False
ZIKV,SSP5-8.5,ACCESS-CM2,2100,0.08,0.16,2.80850538625191,-0.03494684747393576,0.010299700883557854,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2030,0.08,0.16,0.16413226586331872,-0.000930529757841863,4.3413167070526785e-05,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2040,0.08,0.16,0.00467646365312991,0.00017123131508097248,8.435310965507351e-08,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2050,0.08,0.16,0.12699387889359323,-0.0007075652993106489,3.887145665531591e-05,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2060,0.08,0.16,0.019022630847464195,-7.205923592520516e-05,4.4257071105168855e-07,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2070,0.08,0.16,0.026881039972404937,-0.0002803061792132396,1.2008641283145462e-06,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2080,0.08,0.16,0.007137256906908696,0.00010217758934146543,2.2345780455996527e-08,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2090,0.08,0.16,0.0173099895931787,-7.904552869411602e-07,4.527589414759519e-07,False
ZIKV,SSP1-2.6,MRI-ESM2-0,2100,0.08,0.16,0.005152508453871741,-3.1530049562281076e-05,7.686192872380415e-08,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2030,0.08,0.16,0.0007977348180722073,5.954524825655592e-05,5.86461240214998e-09,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2040,0.08,0.16,0.023904407224851338,0.00036870753832242626,1.3095215569984212e-06,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2050,0.08,0.16,0.010781348277226401,0.0003056110867358045,4.217200009380993e-07,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2060,0.08,0.16,0.016864676187839243,-4.135311310851305e-05,4.323479618764718e-07,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2070,0.08,0.16,0.7290332435982948,-0.010348248809179873,0.003773277621750183,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2080,0.08,0.16,0.8879378403979196,-0.01595825073861992,0.0007956711330397653,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2090,0.08,0.16,0.3707976362750468,-0.008818658807741405,0.00048839972232038,False
ZIKV,SSP2-4.5,MRI-ESM2-0,2100,0.08,0.16,0.07372178735618796,-0.0011753483335290255,1.4062649046914187e-05,False
ZIKV,SSP5-8.5,MRI-ESM2-0,2030,0.08,0.16,0.08285097916205031,-0.0009282605694496391,1.0757602722510888e-05,False
ZIKV,SSP5-8.5,MRI-ESM2-0,2040,0.08,0.16,0.0030959498887609686,0.00014111841939464312,4.171494734053423e-08,False
ZIKV,SSP5-8.5,MRI-ESM2-0,2050,0.08,0.16,0.028496051624212638,0.0003904093736733493,1.1744290757341504e-06,False
ZIKV,SSP5-8.5,MRI-ESM2-0,2060,0.08,0.16,0.34961855171644385,-0.003165877251434227,8.289640173365718e-05,False
